TwoTheta,Counts,Starch
46.312,1868,Corn
46.291,1911,Corn
46.27,1810,Corn
46.249,1811,Corn
46.228,1783,Corn
46.206,1854,Corn
46.185,1774,Corn
46.164,1818,Corn
46.143,1870,Corn
46.122,1793,Corn
46.101,1761,Corn
46.08,1862,Corn
46.058,1837,Corn
46.037,1830,Corn
46.016,1809,Corn
45.995,1831,Corn
45.974,1817,Corn
45.953,1866,Corn
45.932,1947,Corn
45.91,1835,Corn
45.889,1776,Corn
45.868,1791,Corn
45.847,1802,Corn
45.826,1838,Corn
45.805,1849,Corn
45.784,1897,Corn
45.762,1863,Corn
45.741,1815,Corn
45.72,1819,Corn
45.699,1819,Corn
45.678,1875,Corn
45.657,1781,Corn
45.636,1876,Corn
45.614,1825,Corn
45.593,1835,Corn
45.572,1866,Corn
45.551,1822,Corn
45.53,1816,Corn
45.509,1882,Corn
45.488,1770,Corn
45.466,1854,Corn
45.445,1879,Corn
45.424,1787,Corn
45.403,1914,Corn
45.382,1877,Corn
45.361,1821,Corn
45.34,1764,Corn
45.318,1874,Corn
45.297,1815,Corn
45.276,1778,Corn
45.255,1780,Corn
45.234,1887,Corn
45.213,1789,Corn
45.192,1848,Corn
45.17,1864,Corn
45.149,1897,Corn
45.128,1842,Corn
45.107,1852,Corn
45.086,1837,Corn
45.065,1792,Corn
45.044,1827,Corn
45.022,1867,Corn
45.001,1910,Corn
44.98,1837,Corn
44.959,1796,Corn
44.938,1814,Corn
44.917,1901,Corn
44.896,1937,Corn
44.874,1884,Corn
44.853,1913,Corn
44.832,1917,Corn
44.811,1897,Corn
44.79,1880,Corn
44.769,1902,Corn
44.748,1876,Corn
44.726,1934,Corn
44.705,1943,Corn
44.684,1897,Corn
44.663,1935,Corn
44.642,1938,Corn
44.621,1953,Corn
44.6,1887,Corn
44.578,1959,Corn
44.557,1948,Corn
44.536,1867,Corn
44.515,1944,Corn
44.494,1928,Corn
44.473,1956,Corn
44.452,1918,Corn
44.43,1961,Corn
44.409,1966,Corn
44.388,1964,Corn
44.367,1944,Corn
44.346,1941,Corn
44.325,1989,Corn
44.304,2026,Corn
44.282,1976,Corn
44.261,1911,Corn
44.24,2006,Corn
44.219,1986,Corn
44.198,1987,Corn
44.177,1999,Corn
44.156,1940,Corn
44.135,2024,Corn
44.113,2009,Corn
44.092,1957,Corn
44.071,1973,Corn
44.05,1985,Corn
44.029,1996,Corn
44.008,1961,Corn
43.987,1977,Corn
43.965,2037,Corn
43.944,2022,Corn
43.923,2042,Corn
43.902,1954,Corn
43.881,2016,Corn
43.86,2004,Corn
43.839,2061,Corn
43.817,2053,Corn
43.796,1937,Corn
43.775,2047,Corn
43.754,1995,Corn
43.733,1950,Corn
43.712,2011,Corn
43.691,2055,Corn
43.669,1940,Corn
43.648,1966,Corn
43.627,2023,Corn
43.606,2036,Corn
43.585,2052,Corn
43.564,2023,Corn
43.543,2027,Corn
43.521,2034,Corn
43.5,1957,Corn
43.479,2041,Corn
43.458,1999,Corn
43.437,1984,Corn
43.416,1914,Corn
43.395,2005,Corn
43.373,2017,Corn
43.352,2062,Corn
43.331,2038,Corn
43.31,2057,Corn
43.289,2066,Corn
43.268,1993,Corn
43.247,2035,Corn
43.225,2094,Corn
43.204,2049,Corn
43.183,2043,Corn
43.162,2054,Corn
43.141,2013,Corn
43.12,2105,Corn
43.099,2044,Corn
43.077,2019,Corn
43.056,2088,Corn
43.035,2202,Corn
43.014,2032,Corn
42.993,2071,Corn
42.972,2054,Corn
42.951,2052,Corn
42.929,2087,Corn
42.908,2074,Corn
42.887,2114,Corn
42.866,2033,Corn
42.845,2087,Corn
42.824,2051,Corn
42.803,2026,Corn
42.781,2009,Corn
42.76,2089,Corn
42.739,2044,Corn
42.718,2092,Corn
42.697,2139,Corn
42.676,2073,Corn
42.655,2074,Corn
42.633,2076,Corn
42.612,2054,Corn
42.591,2104,Corn
42.57,2134,Corn
42.549,2061,Corn
42.528,2047,Corn
42.507,2040,Corn
42.485,2071,Corn
42.464,2089,Corn
42.443,2133,Corn
42.422,2188,Corn
42.401,2117,Corn
42.38,2130,Corn
42.359,2106,Corn
42.337,2015,Corn
42.316,2096,Corn
42.295,2058,Corn
42.274,2096,Corn
42.253,2046,Corn
42.232,2064,Corn
42.211,2138,Corn
42.189,2070,Corn
42.168,1999,Corn
42.147,2024,Corn
42.126,2122,Corn
42.105,2077,Corn
42.084,1975,Corn
42.063,2148,Corn
42.041,2063,Corn
42.02,2026,Corn
41.999,2100,Corn
41.978,2082,Corn
41.957,2061,Corn
41.936,2050,Corn
41.915,2038,Corn
41.893,2079,Corn
41.872,2062,Corn
41.851,2030,Corn
41.83,1996,Corn
41.809,2075,Corn
41.788,2006,Corn
41.767,2065,Corn
41.745,2099,Corn
41.724,2105,Corn
41.703,2074,Corn
41.682,2079,Corn
41.661,2178,Corn
41.64,2060,Corn
41.619,2070,Corn
41.597,2133,Corn
41.576,2127,Corn
41.555,1995,Corn
41.534,2014,Corn
41.513,2048,Corn
41.492,2068,Corn
41.471,2116,Corn
41.449,2108,Corn
41.428,2038,Corn
41.407,2089,Corn
41.386,2096,Corn
41.365,2049,Corn
41.344,2011,Corn
41.323,2033,Corn
41.301,2028,Corn
41.28,2140,Corn
41.259,2144,Corn
41.238,2007,Corn
41.217,2133,Corn
41.196,2117,Corn
41.175,2117,Corn
41.153,2022,Corn
41.132,2046,Corn
41.111,2127,Corn
41.09,2103,Corn
41.069,2083,Corn
41.048,2158,Corn
41.027,2108,Corn
41.005,2056,Corn
40.984,2019,Corn
40.963,2150,Corn
40.942,2153,Corn
40.921,2103,Corn
40.9,2220,Corn
40.879,2053,Corn
40.857,2218,Corn
40.836,2164,Corn
40.815,2110,Corn
40.794,2164,Corn
40.773,2237,Corn
40.752,2170,Corn
40.731,2253,Corn
40.709,2206,Corn
40.688,2110,Corn
40.667,2207,Corn
40.646,2155,Corn
40.625,2116,Corn
40.604,2114,Corn
40.583,2189,Corn
40.561,2229,Corn
40.54,2245,Corn
40.519,2199,Corn
40.498,2155,Corn
40.477,2206,Corn
40.456,2202,Corn
40.435,2226,Corn
40.413,2155,Corn
40.392,2232,Corn
40.371,2203,Corn
40.35,2224,Corn
40.329,2189,Corn
40.308,2194,Corn
40.287,2259,Corn
40.265,2253,Corn
40.244,2232,Corn
40.223,2207,Corn
40.202,2295,Corn
40.181,2269,Corn
40.16,2250,Corn
40.139,2275,Corn
40.117,2269,Corn
40.096,2284,Corn
40.075,2259,Corn
40.054,2239,Corn
40.033,2240,Corn
40.012,2328,Corn
39.991,2261,Corn
39.969,2322,Corn
39.948,2274,Corn
39.927,2276,Corn
39.906,2325,Corn
39.885,2347,Corn
39.864,2288,Corn
39.843,2301,Corn
39.821,2273,Corn
39.8,2331,Corn
39.779,2346,Corn
39.758,2343,Corn
39.737,2339,Corn
39.716,2358,Corn
39.695,2294,Corn
39.673,2269,Corn
39.652,2317,Corn
39.631,2502,Corn
39.61,2398,Corn
39.589,2428,Corn
39.568,2374,Corn
39.547,2384,Corn
39.525,2434,Corn
39.504,2349,Corn
39.483,2363,Corn
39.462,2384,Corn
39.441,2375,Corn
39.42,2358,Corn
39.399,2423,Corn
39.377,2535,Corn
39.356,2386,Corn
39.335,2454,Corn
39.314,2372,Corn
39.293,2472,Corn
39.272,2484,Corn
39.251,2474,Corn
39.229,2415,Corn
39.208,2449,Corn
39.187,2534,Corn
39.166,2570,Corn
39.145,2549,Corn
39.124,2468,Corn
39.103,2449,Corn
39.081,2480,Corn
39.06,2453,Corn
39.039,2548,Corn
39.018,2557,Corn
38.997,2563,Corn
38.976,2446,Corn
38.955,2517,Corn
38.933,2464,Corn
38.912,2497,Corn
38.891,2511,Corn
38.87,2551,Corn
38.849,2619,Corn
38.828,2582,Corn
38.807,2502,Corn
38.785,2570,Corn
38.764,2620,Corn
38.743,2472,Corn
38.722,2616,Corn
38.701,2568,Corn
38.68,2571,Corn
38.659,2601,Corn
38.637,2635,Corn
38.616,2582,Corn
38.595,2572,Corn
38.574,2617,Corn
38.553,2604,Corn
38.532,2635,Corn
38.511,2683,Corn
38.489,2655,Corn
38.468,2671,Corn
38.447,2595,Corn
38.426,2635,Corn
38.405,2703,Corn
38.384,2596,Corn
38.363,2628,Corn
38.341,2674,Corn
38.32,2666,Corn
38.299,2678,Corn
38.278,2650,Corn
38.257,2581,Corn
38.236,2617,Corn
38.215,2625,Corn
38.193,2583,Corn
38.172,2661,Corn
38.151,2663,Corn
38.13,2629,Corn
38.109,2570,Corn
38.088,2581,Corn
38.067,2604,Corn
38.046,2612,Corn
38.024,2638,Corn
38.003,2630,Corn
37.982,2530,Corn
37.961,2600,Corn
37.94,2618,Corn
37.919,2561,Corn
37.898,2577,Corn
37.876,2726,Corn
37.855,2610,Corn
37.834,2562,Corn
37.813,2527,Corn
37.792,2564,Corn
37.771,2561,Corn
37.75,2499,Corn
37.728,2573,Corn
37.707,2596,Corn
37.686,2607,Corn
37.665,2475,Corn
37.644,2509,Corn
37.623,2587,Corn
37.602,2629,Corn
37.58,2545,Corn
37.559,2563,Corn
37.538,2600,Corn
37.517,2549,Corn
37.496,2551,Corn
37.475,2604,Corn
37.454,2565,Corn
37.432,2595,Corn
37.411,2568,Corn
37.39,2579,Corn
37.369,2563,Corn
37.348,2513,Corn
37.327,2551,Corn
37.306,2620,Corn
37.284,2579,Corn
37.263,2575,Corn
37.242,2591,Corn
37.221,2519,Corn
37.2,2584,Corn
37.179,2409,Corn
37.158,2660,Corn
37.136,2502,Corn
37.115,2542,Corn
37.094,2673,Corn
37.073,2557,Corn
37.052,2493,Corn
37.031,2644,Corn
37.01,2573,Corn
36.988,2474,Corn
36.967,2619,Corn
36.946,2595,Corn
36.925,2526,Corn
36.904,2572,Corn
36.883,2595,Corn
36.862,2678,Corn
36.84,2578,Corn
36.819,2627,Corn
36.798,2606,Corn
36.777,2601,Corn
36.756,2596,Corn
36.735,2609,Corn
36.714,2633,Corn
36.692,2626,Corn
36.671,2600,Corn
36.65,2653,Corn
36.629,2537,Corn
36.608,2562,Corn
36.587,2661,Corn
36.566,2624,Corn
36.544,2597,Corn
36.523,2675,Corn
36.502,2651,Corn
36.481,2537,Corn
36.46,2643,Corn
36.439,2590,Corn
36.418,2619,Corn
36.396,2668,Corn
36.375,2601,Corn
36.354,2634,Corn
36.333,2593,Corn
36.312,2631,Corn
36.291,2648,Corn
36.27,2640,Corn
36.248,2600,Corn
36.227,2713,Corn
36.206,2684,Corn
36.185,2653,Corn
36.164,2675,Corn
36.143,2535,Corn
36.122,2683,Corn
36.1,2607,Corn
36.079,2673,Corn
36.058,2681,Corn
36.037,2569,Corn
36.016,2610,Corn
35.995,2609,Corn
35.974,2652,Corn
35.952,2576,Corn
35.931,2561,Corn
35.91,2654,Corn
35.889,2700,Corn
35.868,2615,Corn
35.847,2650,Corn
35.826,2621,Corn
35.804,2605,Corn
35.783,2619,Corn
35.762,2615,Corn
35.741,2742,Corn
35.72,2620,Corn
35.699,2622,Corn
35.678,2754,Corn
35.656,2654,Corn
35.635,2576,Corn
35.614,2683,Corn
35.593,2697,Corn
35.572,2617,Corn
35.551,2649,Corn
35.53,2710,Corn
35.508,2673,Corn
35.487,2629,Corn
35.466,2685,Corn
35.445,2731,Corn
35.424,2619,Corn
35.403,2714,Corn
35.382,2768,Corn
35.36,2662,Corn
35.339,2729,Corn
35.318,2730,Corn
35.297,2723,Corn
35.276,2646,Corn
35.255,2781,Corn
35.234,2726,Corn
35.212,2804,Corn
35.191,2722,Corn
35.17,2841,Corn
35.149,2835,Corn
35.128,2598,Corn
35.107,2727,Corn
35.086,2732,Corn
35.064,2806,Corn
35.043,2798,Corn
35.022,2776,Corn
35.001,2782,Corn
34.98,2727,Corn
34.959,2775,Corn
34.938,2886,Corn
34.916,2821,Corn
34.895,2826,Corn
34.874,2805,Corn
34.853,2807,Corn
34.832,2810,Corn
34.811,2779,Corn
34.79,2790,Corn
34.768,2882,Corn
34.747,2886,Corn
34.726,2770,Corn
34.705,2818,Corn
34.684,2841,Corn
34.663,2820,Corn
34.642,2777,Corn
34.62,2833,Corn
34.599,2821,Corn
34.578,2885,Corn
34.557,2846,Corn
34.536,2942,Corn
34.515,2931,Corn
34.494,2830,Corn
34.472,2807,Corn
34.451,2866,Corn
34.43,2912,Corn
34.409,2890,Corn
34.388,2855,Corn
34.367,2857,Corn
34.346,2983,Corn
34.324,2949,Corn
34.303,2956,Corn
34.282,2949,Corn
34.261,2900,Corn
34.24,2879,Corn
34.219,2999,Corn
34.198,2959,Corn
34.176,2936,Corn
34.155,2930,Corn
34.134,2868,Corn
34.113,2976,Corn
34.092,2943,Corn
34.071,2988,Corn
34.05,2971,Corn
34.028,2953,Corn
34.007,3004,Corn
33.986,2914,Corn
33.965,2992,Corn
33.944,2941,Corn
33.923,3019,Corn
33.902,3081,Corn
33.88,2996,Corn
33.859,3133,Corn
33.838,3043,Corn
33.817,3086,Corn
33.796,2877,Corn
33.775,3109,Corn
33.754,3022,Corn
33.732,3044,Corn
33.711,2988,Corn
33.69,2992,Corn
33.669,3033,Corn
33.648,3053,Corn
33.627,3024,Corn
33.606,3080,Corn
33.584,3099,Corn
33.563,2991,Corn
33.542,3012,Corn
33.521,3152,Corn
33.5,3057,Corn
33.479,3098,Corn
33.458,3054,Corn
33.436,3039,Corn
33.415,3080,Corn
33.394,3023,Corn
33.373,3015,Corn
33.352,2998,Corn
33.331,3067,Corn
33.31,3010,Corn
33.288,3118,Corn
33.267,3048,Corn
33.246,3102,Corn
33.225,3123,Corn
33.204,3062,Corn
33.183,2986,Corn
33.162,2987,Corn
33.14,3159,Corn
33.119,3038,Corn
33.098,3088,Corn
33.077,3013,Corn
33.056,3121,Corn
33.035,3015,Corn
33.014,3034,Corn
32.992,3065,Corn
32.971,3003,Corn
32.95,3076,Corn
32.929,3077,Corn
32.908,2943,Corn
32.887,3209,Corn
32.866,3012,Corn
32.844,3054,Corn
32.823,2994,Corn
32.802,2974,Corn
32.781,3038,Corn
32.76,3026,Corn
32.739,3062,Corn
32.718,3028,Corn
32.696,3040,Corn
32.675,3054,Corn
32.654,3007,Corn
32.633,3051,Corn
32.612,3092,Corn
32.591,3074,Corn
32.57,3089,Corn
32.548,2989,Corn
32.527,3060,Corn
32.506,3037,Corn
32.485,2967,Corn
32.464,3099,Corn
32.443,3063,Corn
32.422,3058,Corn
32.4,3059,Corn
32.379,2985,Corn
32.358,2994,Corn
32.337,3036,Corn
32.316,3033,Corn
32.295,3037,Corn
32.274,3117,Corn
32.252,3136,Corn
32.231,3028,Corn
32.21,3003,Corn
32.189,3056,Corn
32.168,2931,Corn
32.147,3057,Corn
32.126,2998,Corn
32.105,2973,Corn
32.083,3084,Corn
32.062,2997,Corn
32.041,3050,Corn
32.02,2975,Corn
31.999,3073,Corn
31.978,2930,Corn
31.957,2964,Corn
31.935,2969,Corn
31.914,3070,Corn
31.893,3038,Corn
31.872,3047,Corn
31.851,3021,Corn
31.83,2927,Corn
31.809,3060,Corn
31.787,2998,Corn
31.766,3017,Corn
31.745,2961,Corn
31.724,2955,Corn
31.703,2934,Corn
31.682,3082,Corn
31.661,2972,Corn
31.639,2957,Corn
31.618,2990,Corn
31.597,2939,Corn
31.576,3021,Corn
31.555,3156,Corn
31.534,3025,Corn
31.513,3012,Corn
31.491,3082,Corn
31.47,3112,Corn
31.449,3011,Corn
31.428,3016,Corn
31.407,3000,Corn
31.386,3138,Corn
31.365,3083,Corn
31.343,3136,Corn
31.322,3167,Corn
31.301,3038,Corn
31.28,3117,Corn
31.259,3181,Corn
31.238,3065,Corn
31.217,3096,Corn
31.195,3198,Corn
31.174,3110,Corn
31.153,3072,Corn
31.132,3109,Corn
31.111,3042,Corn
31.09,3149,Corn
31.069,3110,Corn
31.047,3106,Corn
31.026,3094,Corn
31.005,3094,Corn
30.984,3159,Corn
30.963,3035,Corn
30.942,3249,Corn
30.921,3134,Corn
30.899,3230,Corn
30.878,3145,Corn
30.857,3141,Corn
30.836,3173,Corn
30.815,3106,Corn
30.794,3093,Corn
30.773,3131,Corn
30.751,3248,Corn
30.73,3113,Corn
30.709,3036,Corn
30.688,3227,Corn
30.667,3254,Corn
30.646,3185,Corn
30.625,3122,Corn
30.603,3270,Corn
30.582,3303,Corn
30.561,3254,Corn
30.54,3217,Corn
30.519,3147,Corn
30.498,3142,Corn
30.477,3154,Corn
30.455,3102,Corn
30.434,3221,Corn
30.413,3220,Corn
30.392,3185,Corn
30.371,3273,Corn
30.35,3275,Corn
30.329,3289,Corn
30.307,3175,Corn
30.286,3154,Corn
30.265,3204,Corn
30.244,3245,Corn
30.223,3173,Corn
30.202,3209,Corn
30.181,3113,Corn
30.159,3144,Corn
30.138,3071,Corn
30.117,3216,Corn
30.096,3161,Corn
30.075,3157,Corn
30.054,3070,Corn
30.033,3129,Corn
30.011,3079,Corn
29.99,3119,Corn
29.969,3051,Corn
29.948,3097,Corn
29.927,3101,Corn
29.906,3089,Corn
29.885,3003,Corn
29.863,3056,Corn
29.842,3102,Corn
29.821,2995,Corn
29.8,3067,Corn
29.779,2934,Corn
29.758,3047,Corn
29.737,3083,Corn
29.715,2894,Corn
29.694,3121,Corn
29.673,3023,Corn
29.652,3034,Corn
29.631,3024,Corn
29.61,2969,Corn
29.589,3007,Corn
29.567,3060,Corn
29.546,2989,Corn
29.525,2983,Corn
29.504,3042,Corn
29.483,2999,Corn
29.462,3024,Corn
29.441,3027,Corn
29.419,3050,Corn
29.398,2927,Corn
29.377,2986,Corn
29.356,3028,Corn
29.335,2965,Corn
29.314,3105,Corn
29.293,3036,Corn
29.271,2991,Corn
29.25,3085,Corn
29.229,3049,Corn
29.208,3018,Corn
29.187,3100,Corn
29.166,3047,Corn
29.145,3028,Corn
29.123,3017,Corn
29.102,3022,Corn
29.081,3039,Corn
29.06,3012,Corn
29.039,3051,Corn
29.018,3059,Corn
28.997,3034,Corn
28.975,3019,Corn
28.954,3016,Corn
28.933,3081,Corn
28.912,3232,Corn
28.891,3121,Corn
28.87,3119,Corn
28.849,3027,Corn
28.827,3012,Corn
28.806,3118,Corn
28.785,2997,Corn
28.764,3114,Corn
28.743,3085,Corn
28.722,3059,Corn
28.701,3087,Corn
28.679,3062,Corn
28.658,3023,Corn
28.637,2960,Corn
28.616,3007,Corn
28.595,3089,Corn
28.574,3052,Corn
28.553,3003,Corn
28.531,3029,Corn
28.51,2936,Corn
28.489,2940,Corn
28.468,2895,Corn
28.447,2976,Corn
28.426,3033,Corn
28.405,3165,Corn
28.383,3015,Corn
28.362,3035,Corn
28.341,2953,Corn
28.32,2903,Corn
28.299,2967,Corn
28.278,2935,Corn
28.257,2985,Corn
28.235,2976,Corn
28.214,3057,Corn
28.193,3004,Corn
28.172,2879,Corn
28.151,2912,Corn
28.13,2976,Corn
28.109,2920,Corn
28.087,2975,Corn
28.066,3068,Corn
28.045,2955,Corn
28.024,2982,Corn
28.003,2997,Corn
27.982,2947,Corn
27.961,3000,Corn
27.939,2973,Corn
27.918,3017,Corn
27.897,3058,Corn
27.876,3032,Corn
27.855,2926,Corn
27.834,2988,Corn
27.813,3015,Corn
27.791,2884,Corn
27.77,3011,Corn
27.749,3061,Corn
27.728,2943,Corn
27.707,3085,Corn
27.686,2987,Corn
27.665,2998,Corn
27.643,3052,Corn
27.622,2951,Corn
27.601,2918,Corn
27.58,3102,Corn
27.559,2967,Corn
27.538,3101,Corn
27.517,2975,Corn
27.495,3062,Corn
27.474,2930,Corn
27.453,3000,Corn
27.432,3024,Corn
27.411,2997,Corn
27.39,3188,Corn
27.369,3108,Corn
27.347,2996,Corn
27.326,3072,Corn
27.305,3057,Corn
27.284,3211,Corn
27.263,3078,Corn
27.242,3187,Corn
27.221,3079,Corn
27.199,3083,Corn
27.178,3164,Corn
27.157,3135,Corn
27.136,3141,Corn
27.115,3198,Corn
27.094,3219,Corn
27.073,3292,Corn
27.051,3165,Corn
27.03,3262,Corn
27.009,3124,Corn
26.988,3209,Corn
26.967,3218,Corn
26.946,3207,Corn
26.925,3322,Corn
26.903,3394,Corn
26.882,3343,Corn
26.861,3326,Corn
26.84,3381,Corn
26.819,3412,Corn
26.798,3354,Corn
26.777,3476,Corn
26.755,3523,Corn
26.734,3379,Corn
26.713,3382,Corn
26.692,3503,Corn
26.671,3511,Corn
26.65,3473,Corn
26.629,3438,Corn
26.607,3411,Corn
26.586,3484,Corn
26.565,3469,Corn
26.544,3420,Corn
26.523,3412,Corn
26.502,3410,Corn
26.481,3377,Corn
26.459,3411,Corn
26.438,3517,Corn
26.417,3366,Corn
26.396,3300,Corn
26.375,3376,Corn
26.354,3480,Corn
26.333,3385,Corn
26.311,3454,Corn
26.29,3460,Corn
26.269,3474,Corn
26.248,3499,Corn
26.227,3455,Corn
26.206,3474,Corn
26.185,3549,Corn
26.163,3419,Corn
26.142,3465,Corn
26.121,3411,Corn
26.1,3479,Corn
26.079,3409,Corn
26.058,3487,Corn
26.037,3443,Corn
26.016,3524,Corn
25.994,3439,Corn
25.973,3439,Corn
25.952,3426,Corn
25.931,3332,Corn
25.91,3454,Corn
25.889,3455,Corn
25.868,3455,Corn
25.846,3338,Corn
25.825,3416,Corn
25.804,3493,Corn
25.783,3475,Corn
25.762,3531,Corn
25.741,3338,Corn
25.72,3555,Corn
25.698,3489,Corn
25.677,3465,Corn
25.656,3495,Corn
25.635,3511,Corn
25.614,3587,Corn
25.593,3469,Corn
25.572,3583,Corn
25.55,3630,Corn
25.529,3456,Corn
25.508,3576,Corn
25.487,3564,Corn
25.466,3663,Corn
25.445,3567,Corn
25.424,3647,Corn
25.402,3554,Corn
25.381,3549,Corn
25.36,3595,Corn
25.339,3604,Corn
25.318,3664,Corn
25.297,3715,Corn
25.276,3663,Corn
25.254,3651,Corn
25.233,3604,Corn
25.212,3549,Corn
25.191,3616,Corn
25.17,3725,Corn
25.149,3647,Corn
25.128,3770,Corn
25.106,3721,Corn
25.085,3717,Corn
25.064,3895,Corn
25.043,3876,Corn
25.022,3802,Corn
25.001,3747,Corn
24.98,3903,Corn
24.958,3957,Corn
24.937,3918,Corn
24.916,3857,Corn
24.895,3977,Corn
24.874,3993,Corn
24.853,3995,Corn
24.832,3988,Corn
24.81,3986,Corn
24.789,3976,Corn
24.768,4077,Corn
24.747,4046,Corn
24.726,4006,Corn
24.705,4182,Corn
24.684,4095,Corn
24.662,4127,Corn
24.641,4188,Corn
24.62,4161,Corn
24.599,4219,Corn
24.578,4316,Corn
24.557,4276,Corn
24.536,4229,Corn
24.514,4388,Corn
24.493,4460,Corn
24.472,4351,Corn
24.451,4526,Corn
24.43,4399,Corn
24.409,4506,Corn
24.388,4515,Corn
24.366,4508,Corn
24.345,4514,Corn
24.324,4710,Corn
24.303,4692,Corn
24.282,4554,Corn
24.261,4567,Corn
24.24,4680,Corn
24.218,4717,Corn
24.197,4807,Corn
24.176,4860,Corn
24.155,4875,Corn
24.134,4724,Corn
24.113,4834,Corn
24.092,4728,Corn
24.07,4871,Corn
24.049,4855,Corn
24.028,4986,Corn
24.007,4947,Corn
23.986,5046,Corn
23.965,5022,Corn
23.944,5091,Corn
23.922,5074,Corn
23.901,4956,Corn
23.88,5193,Corn
23.859,5304,Corn
23.838,5263,Corn
23.817,5227,Corn
23.796,5339,Corn
23.774,5272,Corn
23.753,5303,Corn
23.732,5353,Corn
23.711,5567,Corn
23.69,5445,Corn
23.669,5377,Corn
23.648,5476,Corn
23.626,5483,Corn
23.605,5486,Corn
23.584,5611,Corn
23.563,5492,Corn
23.542,5697,Corn
23.521,5642,Corn
23.5,5780,Corn
23.478,5906,Corn
23.457,5703,Corn
23.436,5981,Corn
23.415,5989,Corn
23.394,5827,Corn
23.373,5984,Corn
23.352,5812,Corn
23.33,5896,Corn
23.309,5997,Corn
23.288,6049,Corn
23.267,6084,Corn
23.246,6045,Corn
23.225,6160,Corn
23.204,6145,Corn
23.182,6061,Corn
23.161,6270,Corn
23.14,6277,Corn
23.119,6215,Corn
23.098,6169,Corn
23.077,6212,Corn
23.056,6220,Corn
23.034,6391,Corn
23.013,6182,Corn
22.992,6026,Corn
22.971,6124,Corn
22.95,6186,Corn
22.929,6096,Corn
22.908,6142,Corn
22.886,6078,Corn
22.865,5999,Corn
22.844,5895,Corn
22.823,6116,Corn
22.802,6052,Corn
22.781,5951,Corn
22.76,6031,Corn
22.738,5899,Corn
22.717,5740,Corn
22.696,5810,Corn
22.675,5697,Corn
22.654,5611,Corn
22.633,5728,Corn
22.612,5616,Corn
22.59,5424,Corn
22.569,5529,Corn
22.548,5485,Corn
22.527,5465,Corn
22.506,5494,Corn
22.485,5197,Corn
22.464,5335,Corn
22.442,5270,Corn
22.421,5306,Corn
22.4,5119,Corn
22.379,5240,Corn
22.358,5187,Corn
22.337,4977,Corn
22.316,5008,Corn
22.294,4891,Corn
22.273,4992,Corn
22.252,5007,Corn
22.231,4922,Corn
22.21,4924,Corn
22.189,4882,Corn
22.168,4826,Corn
22.146,4888,Corn
22.125,4742,Corn
22.104,4729,Corn
22.083,4707,Corn
22.062,4808,Corn
22.041,4675,Corn
22.02,4797,Corn
21.998,4596,Corn
21.977,4597,Corn
21.956,4773,Corn
21.935,4612,Corn
21.914,4609,Corn
21.893,4773,Corn
21.872,4697,Corn
21.85,4570,Corn
21.829,4651,Corn
21.808,4603,Corn
21.787,4497,Corn
21.766,4560,Corn
21.745,4547,Corn
21.724,4553,Corn
21.702,4500,Corn
21.681,4645,Corn
21.66,4579,Corn
21.639,4601,Corn
21.618,4425,Corn
21.597,4572,Corn
21.576,4455,Corn
21.554,4466,Corn
21.533,4586,Corn
21.512,4521,Corn
21.491,4541,Corn
21.47,4511,Corn
21.449,4432,Corn
21.428,4511,Corn
21.406,4554,Corn
21.385,4487,Corn
21.364,4486,Corn
21.343,4476,Corn
21.322,4687,Corn
21.301,4499,Corn
21.28,4507,Corn
21.258,4569,Corn
21.237,4635,Corn
21.216,4455,Corn
21.195,4494,Corn
21.174,4565,Corn
21.153,4433,Corn
21.132,4584,Corn
21.11,4520,Corn
21.089,4596,Corn
21.068,4562,Corn
21.047,4553,Corn
21.026,4528,Corn
21.005,4580,Corn
20.984,4650,Corn
20.962,4505,Corn
20.941,4640,Corn
20.92,4614,Corn
20.899,4609,Corn
20.878,4771,Corn
20.857,4590,Corn
20.836,4585,Corn
20.814,4603,Corn
20.793,4480,Corn
20.772,4684,Corn
20.751,4534,Corn
20.73,4604,Corn
20.709,4624,Corn
20.688,4753,Corn
20.666,4688,Corn
20.645,4681,Corn
20.624,4709,Corn
20.603,4687,Corn
20.582,4832,Corn
20.561,4901,Corn
20.54,4893,Corn
20.518,4832,Corn
20.497,4820,Corn
20.476,4904,Corn
20.455,4813,Corn
20.434,4984,Corn
20.413,4996,Corn
20.392,4903,Corn
20.37,4973,Corn
20.349,5099,Corn
20.328,4999,Corn
20.307,5043,Corn
20.286,5157,Corn
20.265,5101,Corn
20.244,5121,Corn
20.222,5193,Corn
20.201,5106,Corn
20.18,5187,Corn
20.159,5196,Corn
20.138,5167,Corn
20.117,5141,Corn
20.096,5151,Corn
20.074,5367,Corn
20.053,5230,Corn
20.032,5289,Corn
20.011,5162,Corn
19.99,5176,Corn
19.969,5338,Corn
19.948,5138,Corn
19.927,5199,Corn
19.905,5279,Corn
19.884,5292,Corn
19.863,5262,Corn
19.842,5179,Corn
19.821,5040,Corn
19.8,5206,Corn
19.779,5103,Corn
19.757,5134,Corn
19.736,5140,Corn
19.715,5260,Corn
19.694,5283,Corn
19.673,5190,Corn
19.652,5139,Corn
19.631,5164,Corn
19.609,5218,Corn
19.588,5227,Corn
19.567,5188,Corn
19.546,5151,Corn
19.525,5182,Corn
19.504,5170,Corn
19.483,5225,Corn
19.461,5075,Corn
