TwoTheta,Counts,Starch
46.841,1783,Potato
46.82,1773,Potato
46.798,1795,Potato
46.777,1713,Potato
46.756,1786,Potato
46.735,1802,Potato
46.714,1731,Potato
46.693,1656,Potato
46.672,1755,Potato
46.65,1862,Potato
46.629,1787,Potato
46.608,1844,Potato
46.587,1813,Potato
46.566,1808,Potato
46.545,1811,Potato
46.524,1786,Potato
46.502,1790,Potato
46.481,1756,Potato
46.46,1829,Potato
46.439,1762,Potato
46.418,1733,Potato
46.397,1798,Potato
46.376,1798,Potato
46.354,1760,Potato
46.333,1737,Potato
46.312,1838,Potato
46.291,1790,Potato
46.27,1798,Potato
46.249,1821,Potato
46.228,1793,Potato
46.206,1772,Potato
46.185,1819,Potato
46.164,1771,Potato
46.143,1805,Potato
46.122,1844,Potato
46.101,1816,Potato
46.08,1816,Potato
46.058,1793,Potato
46.037,1828,Potato
46.016,1816,Potato
45.995,1923,Potato
45.974,1852,Potato
45.953,1831,Potato
45.932,1796,Potato
45.91,1861,Potato
45.889,1792,Potato
45.868,1806,Potato
45.847,1861,Potato
45.826,1920,Potato
45.805,1898,Potato
45.784,1897,Potato
45.762,1898,Potato
45.741,1889,Potato
45.72,1897,Potato
45.699,1888,Potato
45.678,1892,Potato
45.657,1836,Potato
45.636,1866,Potato
45.614,1854,Potato
45.593,1816,Potato
45.572,1847,Potato
45.551,1772,Potato
45.53,1841,Potato
45.509,1876,Potato
45.488,1932,Potato
45.466,1902,Potato
45.445,1944,Potato
45.424,1850,Potato
45.403,1841,Potato
45.382,1934,Potato
45.361,1913,Potato
45.34,1847,Potato
45.318,1937,Potato
45.297,1831,Potato
45.276,1923,Potato
45.255,1852,Potato
45.234,1838,Potato
45.213,1901,Potato
45.192,1876,Potato
45.17,1856,Potato
45.149,1920,Potato
45.128,1961,Potato
45.107,1864,Potato
45.086,1941,Potato
45.065,1836,Potato
45.044,1809,Potato
45.022,1906,Potato
45.001,1839,Potato
44.98,1868,Potato
44.959,1828,Potato
44.938,1874,Potato
44.917,1859,Potato
44.896,1830,Potato
44.874,1790,Potato
44.853,1857,Potato
44.832,1813,Potato
44.811,1881,Potato
44.79,1916,Potato
44.769,1918,Potato
44.748,1826,Potato
44.726,1884,Potato
44.705,1823,Potato
44.684,1837,Potato
44.663,1942,Potato
44.642,1891,Potato
44.621,1940,Potato
44.6,1864,Potato
44.578,1832,Potato
44.557,1902,Potato
44.536,1902,Potato
44.515,1923,Potato
44.494,1850,Potato
44.473,1866,Potato
44.452,1879,Potato
44.43,1785,Potato
44.409,1861,Potato
44.388,1886,Potato
44.367,1819,Potato
44.346,1882,Potato
44.325,1897,Potato
44.304,1885,Potato
44.282,1887,Potato
44.261,1918,Potato
44.24,1962,Potato
44.219,1900,Potato
44.198,1863,Potato
44.177,1950,Potato
44.156,1893,Potato
44.135,1863,Potato
44.113,1876,Potato
44.092,1832,Potato
44.071,1887,Potato
44.05,1858,Potato
44.029,1886,Potato
44.008,1890,Potato
43.987,1902,Potato
43.965,1934,Potato
43.944,1972,Potato
43.923,2007,Potato
43.902,1905,Potato
43.881,1907,Potato
43.86,1910,Potato
43.839,1983,Potato
43.817,1923,Potato
43.796,1895,Potato
43.775,1954,Potato
43.754,1945,Potato
43.733,1980,Potato
43.712,1959,Potato
43.691,1972,Potato
43.669,1931,Potato
43.648,1942,Potato
43.627,1880,Potato
43.606,1905,Potato
43.585,1976,Potato
43.564,1894,Potato
43.543,1887,Potato
43.521,1879,Potato
43.5,1953,Potato
43.479,1925,Potato
43.458,1950,Potato
43.437,1932,Potato
43.416,1901,Potato
43.395,1932,Potato
43.373,1952,Potato
43.352,1898,Potato
43.331,1962,Potato
43.31,1941,Potato
43.289,1916,Potato
43.268,1890,Potato
43.247,1934,Potato
43.225,1867,Potato
43.204,1947,Potato
43.183,1971,Potato
43.162,1889,Potato
43.141,1906,Potato
43.12,2015,Potato
43.099,1892,Potato
43.077,1923,Potato
43.056,1914,Potato
43.035,1936,Potato
43.014,1889,Potato
42.993,1902,Potato
42.972,1920,Potato
42.951,1935,Potato
42.929,1962,Potato
42.908,2004,Potato
42.887,2032,Potato
42.866,1911,Potato
42.845,1985,Potato
42.824,1916,Potato
42.803,1951,Potato
42.781,1968,Potato
42.76,1930,Potato
42.739,1976,Potato
42.718,1948,Potato
42.697,1906,Potato
42.676,1945,Potato
42.655,1967,Potato
42.633,2000,Potato
42.612,1957,Potato
42.591,1888,Potato
42.57,1957,Potato
42.549,1970,Potato
42.528,1944,Potato
42.507,1927,Potato
42.485,1897,Potato
42.464,1862,Potato
42.443,2004,Potato
42.422,1964,Potato
42.401,1969,Potato
42.38,1972,Potato
42.359,1990,Potato
42.337,1984,Potato
42.316,1889,Potato
42.295,1980,Potato
42.274,1961,Potato
42.253,1940,Potato
42.232,1965,Potato
42.211,1910,Potato
42.189,2057,Potato
42.168,1913,Potato
42.147,1986,Potato
42.126,2040,Potato
42.105,2044,Potato
42.084,2027,Potato
42.063,2002,Potato
42.041,2023,Potato
42.02,1935,Potato
41.999,2031,Potato
41.978,1920,Potato
41.957,2033,Potato
41.936,2072,Potato
41.915,2044,Potato
41.893,1962,Potato
41.872,2062,Potato
41.851,2017,Potato
41.83,1946,Potato
41.809,2069,Potato
41.788,2079,Potato
41.767,2080,Potato
41.745,2119,Potato
41.724,2106,Potato
41.703,2034,Potato
41.682,2029,Potato
41.661,1993,Potato
41.64,2025,Potato
41.619,2096,Potato
41.597,1967,Potato
41.576,1993,Potato
41.555,2068,Potato
41.534,2051,Potato
41.513,2068,Potato
41.492,2005,Potato
41.471,2107,Potato
41.449,2065,Potato
41.428,1994,Potato
41.407,2116,Potato
41.386,2076,Potato
41.365,1994,Potato
41.344,2035,Potato
41.323,2119,Potato
41.301,2093,Potato
41.28,2131,Potato
41.259,2070,Potato
41.238,2180,Potato
41.217,1972,Potato
41.196,2024,Potato
41.175,2041,Potato
41.153,2019,Potato
41.132,2030,Potato
41.111,2104,Potato
41.09,2049,Potato
41.069,2068,Potato
41.048,2059,Potato
41.027,1993,Potato
41.005,2025,Potato
40.984,2102,Potato
40.963,2102,Potato
40.942,2046,Potato
40.921,2073,Potato
40.9,2018,Potato
40.879,2060,Potato
40.857,2086,Potato
40.836,2083,Potato
40.815,2065,Potato
40.794,2126,Potato
40.773,2060,Potato
40.752,2119,Potato
40.731,2034,Potato
40.709,2099,Potato
40.688,2126,Potato
40.667,2153,Potato
40.646,2094,Potato
40.625,2150,Potato
40.604,2125,Potato
40.583,2121,Potato
40.561,2249,Potato
40.54,2148,Potato
40.519,2175,Potato
40.498,2184,Potato
40.477,2066,Potato
40.456,2195,Potato
40.435,2160,Potato
40.413,2175,Potato
40.392,2129,Potato
40.371,2111,Potato
40.35,2228,Potato
40.329,2187,Potato
40.308,2127,Potato
40.287,2174,Potato
40.265,2186,Potato
40.244,2193,Potato
40.223,2176,Potato
40.202,2137,Potato
40.181,2142,Potato
40.16,2199,Potato
40.139,2188,Potato
40.117,2229,Potato
40.096,2313,Potato
40.075,2197,Potato
40.054,2246,Potato
40.033,2267,Potato
40.012,2158,Potato
39.991,2219,Potato
39.969,2156,Potato
39.948,2223,Potato
39.927,2218,Potato
39.906,2205,Potato
39.885,2235,Potato
39.864,2264,Potato
39.843,2239,Potato
39.821,2197,Potato
39.8,2267,Potato
39.779,2271,Potato
39.758,2222,Potato
39.737,2253,Potato
39.716,2208,Potato
39.695,2237,Potato
39.673,2317,Potato
39.652,2174,Potato
39.631,2328,Potato
39.61,2202,Potato
39.589,2267,Potato
39.568,2268,Potato
39.547,2280,Potato
39.525,2339,Potato
39.504,2307,Potato
39.483,2296,Potato
39.462,2316,Potato
39.441,2313,Potato
39.42,2395,Potato
39.399,2429,Potato
39.377,2361,Potato
39.356,2396,Potato
39.335,2330,Potato
39.314,2362,Potato
39.293,2252,Potato
39.272,2273,Potato
39.251,2281,Potato
39.229,2358,Potato
39.208,2302,Potato
39.187,2293,Potato
39.166,2437,Potato
39.145,2303,Potato
39.124,2398,Potato
39.103,2326,Potato
39.081,2369,Potato
39.06,2360,Potato
39.039,2505,Potato
39.018,2484,Potato
38.997,2402,Potato
38.976,2361,Potato
38.955,2409,Potato
38.933,2404,Potato
38.912,2425,Potato
38.891,2491,Potato
38.87,2426,Potato
38.849,2392,Potato
38.828,2426,Potato
38.807,2468,Potato
38.785,2398,Potato
38.764,2410,Potato
38.743,2515,Potato
38.722,2421,Potato
38.701,2374,Potato
38.68,2388,Potato
38.659,2388,Potato
38.637,2458,Potato
38.616,2402,Potato
38.595,2384,Potato
38.574,2447,Potato
38.553,2411,Potato
38.532,2473,Potato
38.511,2472,Potato
38.489,2359,Potato
38.468,2439,Potato
38.447,2405,Potato
38.426,2531,Potato
38.405,2565,Potato
38.384,2438,Potato
38.363,2476,Potato
38.341,2473,Potato
38.32,2487,Potato
38.299,2405,Potato
38.278,2518,Potato
38.257,2516,Potato
38.236,2530,Potato
38.215,2380,Potato
38.193,2348,Potato
38.172,2453,Potato
38.151,2538,Potato
38.13,2439,Potato
38.109,2504,Potato
38.088,2419,Potato
38.067,2453,Potato
38.046,2421,Potato
38.024,2433,Potato
38.003,2474,Potato
37.982,2493,Potato
37.961,2446,Potato
37.94,2454,Potato
37.919,2482,Potato
37.898,2514,Potato
37.876,2549,Potato
37.855,2497,Potato
37.834,2420,Potato
37.813,2544,Potato
37.792,2454,Potato
37.771,2442,Potato
37.75,2485,Potato
37.728,2456,Potato
37.707,2551,Potato
37.686,2503,Potato
37.665,2526,Potato
37.644,2580,Potato
37.623,2461,Potato
37.602,2402,Potato
37.58,2461,Potato
37.559,2462,Potato
37.538,2501,Potato
37.517,2475,Potato
37.496,2484,Potato
37.475,2582,Potato
37.454,2379,Potato
37.432,2489,Potato
37.411,2468,Potato
37.39,2481,Potato
37.369,2456,Potato
37.348,2426,Potato
37.327,2473,Potato
37.306,2470,Potato
37.284,2459,Potato
37.263,2427,Potato
37.242,2464,Potato
37.221,2489,Potato
37.2,2361,Potato
37.179,2531,Potato
37.158,2394,Potato
37.136,2493,Potato
37.115,2426,Potato
37.094,2469,Potato
37.073,2452,Potato
37.052,2411,Potato
37.031,2504,Potato
37.01,2473,Potato
36.988,2497,Potato
36.967,2561,Potato
36.946,2420,Potato
36.925,2482,Potato
36.904,2426,Potato
36.883,2469,Potato
36.862,2406,Potato
36.84,2448,Potato
36.819,2425,Potato
36.798,2420,Potato
36.777,2586,Potato
36.756,2438,Potato
36.735,2478,Potato
36.714,2530,Potato
36.692,2469,Potato
36.671,2456,Potato
36.65,2492,Potato
36.629,2468,Potato
36.608,2478,Potato
36.587,2468,Potato
36.566,2539,Potato
36.544,2550,Potato
36.523,2476,Potato
36.502,2473,Potato
36.481,2555,Potato
36.46,2553,Potato
36.439,2532,Potato
36.418,2547,Potato
36.396,2589,Potato
36.375,2511,Potato
36.354,2544,Potato
36.333,2485,Potato
36.312,2658,Potato
36.291,2561,Potato
36.27,2542,Potato
36.248,2513,Potato
36.227,2517,Potato
36.206,2533,Potato
36.185,2511,Potato
36.164,2568,Potato
36.143,2520,Potato
36.122,2675,Potato
36.1,2594,Potato
36.079,2564,Potato
36.058,2588,Potato
36.037,2564,Potato
36.016,2552,Potato
35.995,2524,Potato
35.974,2587,Potato
35.952,2549,Potato
35.931,2596,Potato
35.91,2591,Potato
35.889,2563,Potato
35.868,2618,Potato
35.847,2596,Potato
35.826,2665,Potato
35.804,2553,Potato
35.783,2554,Potato
35.762,2602,Potato
35.741,2577,Potato
35.72,2687,Potato
35.699,2714,Potato
35.678,2648,Potato
35.656,2655,Potato
35.635,2562,Potato
35.614,2618,Potato
35.593,2752,Potato
35.572,2653,Potato
35.551,2690,Potato
35.53,2654,Potato
35.508,2689,Potato
35.487,2725,Potato
35.466,2774,Potato
35.445,2783,Potato
35.424,2644,Potato
35.403,2721,Potato
35.382,2644,Potato
35.36,2695,Potato
35.339,2691,Potato
35.318,2720,Potato
35.297,2781,Potato
35.276,2757,Potato
35.255,2771,Potato
35.234,2802,Potato
35.212,2877,Potato
35.191,2776,Potato
35.17,2776,Potato
35.149,2731,Potato
35.128,2808,Potato
35.107,2740,Potato
35.086,2791,Potato
35.064,2916,Potato
35.043,2831,Potato
35.022,2848,Potato
35.001,2828,Potato
34.98,3066,Potato
34.959,2875,Potato
34.938,2941,Potato
34.916,2833,Potato
34.895,2912,Potato
34.874,2914,Potato
34.853,3020,Potato
34.832,2832,Potato
34.811,2885,Potato
34.79,3010,Potato
34.768,2858,Potato
34.747,2981,Potato
34.726,2888,Potato
34.705,2974,Potato
34.684,3080,Potato
34.663,2984,Potato
34.642,3109,Potato
34.62,2992,Potato
34.599,3066,Potato
34.578,3093,Potato
34.557,3014,Potato
34.536,3041,Potato
34.515,2972,Potato
34.494,3052,Potato
34.472,2965,Potato
34.451,3041,Potato
34.43,3073,Potato
34.409,2956,Potato
34.388,2995,Potato
34.367,3008,Potato
34.346,3047,Potato
34.324,2931,Potato
34.303,3030,Potato
34.282,3061,Potato
34.261,2954,Potato
34.24,3023,Potato
34.219,3179,Potato
34.198,2984,Potato
34.176,3067,Potato
34.155,2987,Potato
34.134,3086,Potato
34.113,3018,Potato
34.092,3032,Potato
34.071,2994,Potato
34.05,2966,Potato
34.028,3040,Potato
34.007,3025,Potato
33.986,3141,Potato
33.965,2949,Potato
33.944,2986,Potato
33.923,3056,Potato
33.902,2944,Potato
33.88,2978,Potato
33.859,2913,Potato
33.838,2973,Potato
33.817,2917,Potato
33.796,2878,Potato
33.775,2982,Potato
33.754,3000,Potato
33.732,2948,Potato
33.711,2973,Potato
33.69,2965,Potato
33.669,2895,Potato
33.648,2900,Potato
33.627,2972,Potato
33.606,2826,Potato
33.584,2889,Potato
33.563,2788,Potato
33.542,2878,Potato
33.521,2980,Potato
33.5,2849,Potato
33.479,2923,Potato
33.458,2817,Potato
33.436,2992,Potato
33.415,2915,Potato
33.394,2899,Potato
33.373,2943,Potato
33.352,2947,Potato
33.331,2914,Potato
33.31,2891,Potato
33.288,2917,Potato
33.267,2903,Potato
33.246,2944,Potato
33.225,2859,Potato
33.204,2900,Potato
33.183,2906,Potato
33.162,2927,Potato
33.14,2895,Potato
33.119,2860,Potato
33.098,2923,Potato
33.077,2938,Potato
33.056,2894,Potato
33.035,2843,Potato
33.014,2787,Potato
32.992,2862,Potato
32.971,2920,Potato
32.95,2894,Potato
32.929,2862,Potato
32.908,2879,Potato
32.887,2878,Potato
32.866,2871,Potato
32.844,2883,Potato
32.823,2792,Potato
32.802,2913,Potato
32.781,2723,Potato
32.76,2847,Potato
32.739,2859,Potato
32.718,2866,Potato
32.696,2798,Potato
32.675,2850,Potato
32.654,2814,Potato
32.633,2880,Potato
32.612,2835,Potato
32.591,2753,Potato
32.57,2881,Potato
32.548,2875,Potato
32.527,2866,Potato
32.506,2911,Potato
32.485,2938,Potato
32.464,2861,Potato
32.443,2834,Potato
32.422,2910,Potato
32.4,2762,Potato
32.379,2837,Potato
32.358,2854,Potato
32.337,2878,Potato
32.316,2915,Potato
32.295,2862,Potato
32.274,2783,Potato
32.252,2803,Potato
32.231,2881,Potato
32.21,2884,Potato
32.189,2849,Potato
32.168,2876,Potato
32.147,2874,Potato
32.126,2875,Potato
32.105,3032,Potato
32.083,2890,Potato
32.062,2901,Potato
32.041,2851,Potato
32.02,2887,Potato
31.999,2871,Potato
31.978,2908,Potato
31.957,3019,Potato
31.935,2940,Potato
31.914,2868,Potato
31.893,2924,Potato
31.872,2978,Potato
31.851,2907,Potato
31.83,2954,Potato
31.809,2951,Potato
31.787,3068,Potato
31.766,2897,Potato
31.745,3025,Potato
31.724,3013,Potato
31.703,3030,Potato
31.682,3047,Potato
31.661,2973,Potato
31.639,3034,Potato
31.618,3027,Potato
31.597,3041,Potato
31.576,3131,Potato
31.555,2993,Potato
31.534,3153,Potato
31.513,3006,Potato
31.491,3112,Potato
31.47,3062,Potato
31.449,3058,Potato
31.428,3070,Potato
31.407,3002,Potato
31.386,3022,Potato
31.365,3162,Potato
31.343,3188,Potato
31.322,3163,Potato
31.301,3164,Potato
31.28,3027,Potato
31.259,3028,Potato
31.238,3158,Potato
31.217,3114,Potato
31.195,3107,Potato
31.174,3219,Potato
31.153,3135,Potato
31.132,3074,Potato
31.111,3119,Potato
31.09,2942,Potato
31.069,3017,Potato
31.047,3173,Potato
31.026,3016,Potato
31.005,3119,Potato
30.984,3046,Potato
30.963,3134,Potato
30.942,3141,Potato
30.921,3028,Potato
30.899,3046,Potato
30.878,3113,Potato
30.857,3068,Potato
30.836,3126,Potato
30.815,2976,Potato
30.794,3022,Potato
30.773,3162,Potato
30.751,3144,Potato
30.73,3094,Potato
30.709,3167,Potato
30.688,3103,Potato
30.667,3102,Potato
30.646,3080,Potato
30.625,2932,Potato
30.603,3081,Potato
30.582,2991,Potato
30.561,2986,Potato
30.54,3101,Potato
30.519,3097,Potato
30.498,3118,Potato
30.477,3174,Potato
30.455,3182,Potato
30.434,3069,Potato
30.413,3109,Potato
30.392,3047,Potato
30.371,3171,Potato
30.35,3054,Potato
30.329,3117,Potato
30.307,3078,Potato
30.286,3079,Potato
30.265,3092,Potato
30.244,3213,Potato
30.223,3197,Potato
30.202,2972,Potato
30.181,3126,Potato
30.159,3046,Potato
30.138,3216,Potato
30.117,3135,Potato
30.096,3159,Potato
30.075,3088,Potato
30.054,3136,Potato
30.033,3080,Potato
30.011,3103,Potato
29.99,3049,Potato
29.969,3072,Potato
29.948,3128,Potato
29.927,3162,Potato
29.906,3003,Potato
29.885,3096,Potato
29.863,3056,Potato
29.842,3125,Potato
29.821,3079,Potato
29.8,3123,Potato
29.779,3163,Potato
29.758,3074,Potato
29.737,3212,Potato
29.715,3010,Potato
29.694,3038,Potato
29.673,3025,Potato
29.652,3116,Potato
29.631,3057,Potato
29.61,3063,Potato
29.589,2943,Potato
29.567,3093,Potato
29.546,3164,Potato
29.525,3062,Potato
29.504,3050,Potato
29.483,3038,Potato
29.462,2942,Potato
29.441,3059,Potato
29.419,2970,Potato
29.398,3025,Potato
29.377,3048,Potato
29.356,3012,Potato
29.335,3029,Potato
29.314,3037,Potato
29.293,3090,Potato
29.271,3061,Potato
29.25,3047,Potato
29.229,3025,Potato
29.208,3082,Potato
29.187,3053,Potato
29.166,2975,Potato
29.145,3032,Potato
29.123,3019,Potato
29.102,3024,Potato
29.081,3074,Potato
29.06,2999,Potato
29.039,2949,Potato
29.018,3061,Potato
28.997,3031,Potato
28.975,3038,Potato
28.954,3080,Potato
28.933,2964,Potato
28.912,3004,Potato
28.891,3004,Potato
28.87,2958,Potato
28.849,3025,Potato
28.827,3035,Potato
28.806,3065,Potato
28.785,3028,Potato
28.764,3082,Potato
28.743,3055,Potato
28.722,2981,Potato
28.701,3017,Potato
28.679,3049,Potato
28.658,3000,Potato
28.637,3085,Potato
28.616,3049,Potato
28.595,3054,Potato
28.574,3107,Potato
28.553,2973,Potato
28.531,3089,Potato
28.51,3099,Potato
28.489,3048,Potato
28.468,3031,Potato
28.447,3018,Potato
28.426,3017,Potato
28.405,3002,Potato
28.383,3114,Potato
28.362,3102,Potato
28.341,3074,Potato
28.32,3076,Potato
28.299,3092,Potato
28.278,3036,Potato
28.257,2996,Potato
28.235,3066,Potato
28.214,2979,Potato
28.193,3064,Potato
28.172,3076,Potato
28.151,3105,Potato
28.13,3002,Potato
28.109,3077,Potato
28.087,3007,Potato
28.066,3018,Potato
28.045,3028,Potato
28.024,2992,Potato
28.003,3104,Potato
27.982,2978,Potato
27.961,3016,Potato
27.939,3120,Potato
27.918,3095,Potato
27.897,2952,Potato
27.876,3048,Potato
27.855,3131,Potato
27.834,3101,Potato
27.813,3060,Potato
27.791,3109,Potato
27.77,2996,Potato
27.749,3103,Potato
27.728,2998,Potato
27.707,2995,Potato
27.686,3077,Potato
27.665,3036,Potato
27.643,3007,Potato
27.622,3081,Potato
27.601,3149,Potato
27.58,3170,Potato
27.559,3098,Potato
27.538,3123,Potato
27.517,3116,Potato
27.495,3084,Potato
27.474,3151,Potato
27.453,3088,Potato
27.432,3160,Potato
27.411,3169,Potato
27.39,3193,Potato
27.369,3153,Potato
27.347,3069,Potato
27.326,3123,Potato
27.305,3141,Potato
27.284,3238,Potato
27.263,3261,Potato
27.242,3163,Potato
27.221,3167,Potato
27.199,3289,Potato
27.178,3201,Potato
27.157,3167,Potato
27.136,3162,Potato
27.115,3216,Potato
27.094,3264,Potato
27.073,3178,Potato
27.051,3304,Potato
27.03,3287,Potato
27.009,3335,Potato
26.988,3207,Potato
26.967,3269,Potato
26.946,3259,Potato
26.925,3375,Potato
26.903,3309,Potato
26.882,3394,Potato
26.861,3488,Potato
26.84,3424,Potato
26.819,3466,Potato
26.798,3532,Potato
26.777,3383,Potato
26.755,3462,Potato
26.734,3477,Potato
26.713,3555,Potato
26.692,3598,Potato
26.671,3501,Potato
26.65,3491,Potato
26.629,3539,Potato
26.607,3484,Potato
26.586,3541,Potato
26.565,3671,Potato
26.544,3636,Potato
26.523,3628,Potato
26.502,3612,Potato
26.481,3587,Potato
26.459,3728,Potato
26.438,3613,Potato
26.417,3671,Potato
26.396,3577,Potato
26.375,3633,Potato
26.354,3638,Potato
26.333,3728,Potato
26.311,3734,Potato
26.29,3575,Potato
26.269,3605,Potato
26.248,3594,Potato
26.227,3656,Potato
26.206,3684,Potato
26.185,3557,Potato
26.163,3610,Potato
26.142,3617,Potato
26.121,3596,Potato
26.1,3618,Potato
26.079,3553,Potato
26.058,3655,Potato
26.037,3646,Potato
26.016,3617,Potato
25.994,3671,Potato
25.973,3592,Potato
25.952,3514,Potato
25.931,3571,Potato
25.91,3596,Potato
25.889,3522,Potato
25.868,3511,Potato
25.846,3568,Potato
25.825,3703,Potato
25.804,3635,Potato
25.783,3527,Potato
25.762,3627,Potato
25.741,3581,Potato
25.72,3510,Potato
25.698,3663,Potato
25.677,3502,Potato
25.656,3519,Potato
25.635,3547,Potato
25.614,3599,Potato
25.593,3524,Potato
25.572,3540,Potato
25.55,3700,Potato
25.529,3499,Potato
25.508,3580,Potato
25.487,3640,Potato
25.466,3551,Potato
25.445,3540,Potato
25.424,3591,Potato
25.402,3571,Potato
25.381,3561,Potato
25.36,3665,Potato
25.339,3607,Potato
25.318,3589,Potato
25.297,3710,Potato
25.276,3663,Potato
25.254,3558,Potato
25.233,3555,Potato
25.212,3719,Potato
25.191,3671,Potato
25.17,3671,Potato
25.149,3753,Potato
25.128,3765,Potato
25.106,3809,Potato
25.085,3773,Potato
25.064,3749,Potato
25.043,3887,Potato
25.022,3884,Potato
25.001,3843,Potato
24.98,3859,Potato
24.958,3867,Potato
24.937,3953,Potato
24.916,4018,Potato
24.895,4148,Potato
24.874,3983,Potato
24.853,4131,Potato
24.832,4168,Potato
24.81,4100,Potato
24.789,4057,Potato
24.768,4346,Potato
24.747,4207,Potato
24.726,4302,Potato
24.705,4313,Potato
24.684,4266,Potato
24.662,4334,Potato
24.641,4353,Potato
24.62,4500,Potato
24.599,4508,Potato
24.578,4435,Potato
24.557,4594,Potato
24.536,4596,Potato
24.514,4527,Potato
24.493,4687,Potato
24.472,4635,Potato
24.451,4625,Potato
24.43,4732,Potato
24.409,4826,Potato
24.388,4824,Potato
24.366,4743,Potato
24.345,4756,Potato
24.324,4702,Potato
24.303,4901,Potato
24.282,4845,Potato
24.261,4842,Potato
24.24,4911,Potato
24.218,4765,Potato
24.197,4868,Potato
24.176,5026,Potato
24.155,4934,Potato
24.134,4864,Potato
24.113,4956,Potato
24.092,4906,Potato
24.07,4986,Potato
24.049,4948,Potato
24.028,4921,Potato
24.007,5018,Potato
23.986,4987,Potato
23.965,4918,Potato
23.944,4845,Potato
23.922,4939,Potato
23.901,4804,Potato
23.88,4929,Potato
23.859,4814,Potato
23.838,4754,Potato
23.817,4788,Potato
23.796,4857,Potato
23.774,4786,Potato
23.753,4779,Potato
23.732,4847,Potato
23.711,4713,Potato
23.69,4695,Potato
23.669,4581,Potato
23.648,4603,Potato
23.626,4707,Potato
23.605,4714,Potato
23.584,4730,Potato
23.563,4777,Potato
23.542,4540,Potato
23.521,4629,Potato
23.5,4620,Potato
23.478,4636,Potato
23.457,4627,Potato
23.436,4715,Potato
23.415,4574,Potato
23.394,4523,Potato
23.373,4602,Potato
23.352,4593,Potato
23.33,4632,Potato
23.309,4610,Potato
23.288,4450,Potato
23.267,4503,Potato
23.246,4660,Potato
23.225,4665,Potato
23.204,4655,Potato
23.182,4635,Potato
23.161,4557,Potato
23.14,4523,Potato
23.119,4590,Potato
23.098,4680,Potato
23.077,4657,Potato
23.056,4603,Potato
23.034,4770,Potato
23.013,4632,Potato
22.992,4714,Potato
22.971,4678,Potato
22.95,4716,Potato
22.929,4861,Potato
22.908,4828,Potato
22.886,4723,Potato
22.865,4859,Potato
22.844,4908,Potato
22.823,4858,Potato
22.802,5004,Potato
22.781,4933,Potato
22.76,4962,Potato
22.738,4985,Potato
22.717,5014,Potato
22.696,5137,Potato
22.675,5016,Potato
22.654,5125,Potato
22.633,5197,Potato
22.612,5124,Potato
22.59,5113,Potato
22.569,5192,Potato
22.548,5296,Potato
22.527,5176,Potato
22.506,5399,Potato
22.485,5349,Potato
22.464,5388,Potato
22.442,5249,Potato
22.421,5437,Potato
22.4,5347,Potato
22.379,5362,Potato
22.358,5244,Potato
22.337,5416,Potato
22.316,5278,Potato
22.294,5302,Potato
22.273,5325,Potato
22.252,5303,Potato
22.231,5198,Potato
22.21,5326,Potato
22.189,5293,Potato
22.168,5297,Potato
22.146,5294,Potato
22.125,5260,Potato
22.104,5422,Potato
22.083,5331,Potato
22.062,5280,Potato
22.041,5186,Potato
22.02,5209,Potato
21.998,5030,Potato
21.977,5161,Potato
21.956,5224,Potato
21.935,4943,Potato
21.914,4899,Potato
21.893,5057,Potato
21.872,4972,Potato
21.85,4928,Potato
21.829,5001,Potato
21.808,4990,Potato
21.787,5007,Potato
21.766,4840,Potato
21.745,4926,Potato
21.724,4864,Potato
21.702,4794,Potato
21.681,4832,Potato
21.66,4834,Potato
21.639,4740,Potato
21.618,4649,Potato
21.597,4804,Potato
21.576,4665,Potato
21.554,4741,Potato
21.533,4639,Potato
21.512,4627,Potato
21.491,4621,Potato
21.47,4536,Potato
21.449,4553,Potato
21.428,4553,Potato
21.406,4578,Potato
21.385,4537,Potato
21.364,4482,Potato
21.343,4513,Potato
21.322,4608,Potato
21.301,4549,Potato
21.28,4531,Potato
21.258,4503,Potato
21.237,4477,Potato
21.216,4523,Potato
21.195,4493,Potato
21.174,4546,Potato
21.153,4485,Potato
21.132,4521,Potato
21.11,4550,Potato
21.089,4607,Potato
21.068,4474,Potato
21.047,4476,Potato
21.026,4517,Potato
21.005,4409,Potato
20.984,4425,Potato
20.962,4519,Potato
20.941,4553,Potato
20.92,4674,Potato
20.899,4616,Potato
20.878,4583,Potato
20.857,4537,Potato
20.836,4617,Potato
20.814,4545,Potato
20.793,4536,Potato
20.772,4447,Potato
20.751,4577,Potato
20.73,4624,Potato
20.709,4682,Potato
20.688,4631,Potato
20.666,4503,Potato
20.645,4597,Potato
20.624,4579,Potato
20.603,4600,Potato
20.582,4601,Potato
20.561,4660,Potato
20.54,4636,Potato
20.518,4603,Potato
20.497,4672,Potato
20.476,4418,Potato
20.455,4613,Potato
20.434,4601,Potato
20.413,4619,Potato
20.392,4662,Potato
20.37,4660,Potato
20.349,4690,Potato
20.328,4815,Potato
20.307,4750,Potato
20.286,4744,Potato
20.265,4678,Potato
20.244,4725,Potato
20.222,4669,Potato
20.201,4764,Potato
20.18,4859,Potato
20.159,4825,Potato
20.138,4824,Potato
20.117,4796,Potato
20.096,4833,Potato
20.074,4787,Potato
20.053,4935,Potato
20.032,4797,Potato
20.011,4833,Potato
19.99,4975,Potato
