Created as New Dataset,Sample 301 By iruser Date Friday, March 13 2026
cm-1,%T
4200.00,100.28
4199.00,100.28
4198.00,100.28
4197.00,100.27
4196.00,100.26
4195.00,100.26
4194.00,100.26
4193.00,100.27
4192.00,100.27
4191.00,100.27
4190.00,100.27
4189.00,100.28
4188.00,100.28
4187.00,100.27
4186.00,100.27
4185.00,100.27
4184.00,100.27
4183.00,100.27
4182.00,100.27
4181.00,100.26
4180.00,100.26
4179.00,100.26
4178.00,100.27
4177.00,100.27
4176.00,100.27
4175.00,100.27
4174.00,100.27
4173.00,100.26
4172.00,100.26
4171.00,100.26
4170.00,100.26
4169.00,100.26
4168.00,100.26
4167.00,100.26
4166.00,100.26
4165.00,100.26
4164.00,100.26
4163.00,100.26
4162.00,100.26
4161.00,100.26
4160.00,100.27
4159.00,100.27
4158.00,100.27
4157.00,100.27
4156.00,100.27
4155.00,100.27
4154.00,100.27
4153.00,100.28
4152.00,100.28
4151.00,100.28
4150.00,100.28
4149.00,100.28
4148.00,100.27
4147.00,100.27
4146.00,100.26
4145.00,100.26
4144.00,100.25
4143.00,100.25
4142.00,100.25
4141.00,100.24
4140.00,100.25
4139.00,100.25
4138.00,100.25
4137.00,100.25
4136.00,100.25
4135.00,100.25
4134.00,100.25
4133.00,100.25
4132.00,100.26
4131.00,100.26
4130.00,100.26
4129.00,100.27
4128.00,100.26
4127.00,100.26
4126.00,100.25
4125.00,100.25
4124.00,100.25
4123.00,100.25
4122.00,100.26
4121.00,100.26
4120.00,100.26
4119.00,100.25
4118.00,100.25
4117.00,100.25
4116.00,100.25
4115.00,100.25
4114.00,100.25
4113.00,100.25
4112.00,100.25
4111.00,100.24
4110.00,100.24
4109.00,100.24
4108.00,100.24
4107.00,100.24
4106.00,100.24
4105.00,100.24
4104.00,100.25
4103.00,100.25
4102.00,100.24
4101.00,100.24
4100.00,100.24
4099.00,100.24
4098.00,100.23
4097.00,100.24
4096.00,100.24
4095.00,100.24
4094.00,100.25
4093.00,100.25
4092.00,100.25
4091.00,100.26
4090.00,100.26
4089.00,100.26
4088.00,100.26
4087.00,100.25
4086.00,100.25
4085.00,100.25
4084.00,100.24
4083.00,100.24
4082.00,100.23
4081.00,100.23
4080.00,100.23
4079.00,100.23
4078.00,100.24
4077.00,100.24
4076.00,100.24
4075.00,100.24
4074.00,100.23
4073.00,100.23
4072.00,100.23
4071.00,100.23
4070.00,100.24
4069.00,100.24
4068.00,100.24
4067.00,100.24
4066.00,100.24
4065.00,100.24
4064.00,100.23
4063.00,100.23
4062.00,100.23
4061.00,100.24
4060.00,100.24
4059.00,100.24
4058.00,100.24
4057.00,100.24
4056.00,100.24
4055.00,100.24
4054.00,100.24
4053.00,100.24
4052.00,100.24
4051.00,100.23
4050.00,100.23
4049.00,100.22
4048.00,100.23
4047.00,100.23
4046.00,100.23
4045.00,100.24
4044.00,100.24
4043.00,100.24
4042.00,100.24
4041.00,100.24
4040.00,100.23
4039.00,100.24
4038.00,100.24
4037.00,100.24
4036.00,100.24
4035.00,100.24
4034.00,100.24
4033.00,100.23
4032.00,100.23
4031.00,100.22
4030.00,100.22
4029.00,100.22
4028.00,100.21
4027.00,100.21
4026.00,100.22
4025.00,100.22
4024.00,100.22
4023.00,100.22
4022.00,100.23
4021.00,100.23
4020.00,100.24
4019.00,100.24
4018.00,100.23
4017.00,100.23
4016.00,100.22
4015.00,100.22
4014.00,100.22
4013.00,100.22
4012.00,100.22
4011.00,100.22
4010.00,100.22
4009.00,100.23
4008.00,100.23
4007.00,100.23
4006.00,100.23
4005.00,100.23
4004.00,100.22
4003.00,100.22
4002.00,100.22
4001.00,100.22
4000.00,100.22
3999.00,100.22
3998.00,100.22
3997.00,100.22
3996.00,100.22
3995.00,100.22
3994.00,100.23
3993.00,100.23
3992.00,100.22
3991.00,100.22
3990.00,100.22
3989.00,100.22
3988.00,100.22
3987.00,100.22
3986.00,100.22
3985.00,100.22
3984.00,100.22
3983.00,100.22
3982.00,100.22
3981.00,100.22
3980.00,100.21
3979.00,100.21
3978.00,100.21
3977.00,100.21
3976.00,100.21
3975.00,100.22
3974.00,100.22
3973.00,100.22
3972.00,100.21
3971.00,100.21
3970.00,100.21
3969.00,100.21
3968.00,100.21
3967.00,100.22
3966.00,100.22
3965.00,100.22
3964.00,100.22
3963.00,100.22
3962.00,100.22
3961.00,100.22
3960.00,100.22
3959.00,100.22
3958.00,100.22
3957.00,100.22
3956.00,100.22
3955.00,100.22
3954.00,100.21
3953.00,100.21
3952.00,100.21
3951.00,100.21
3950.00,100.22
3949.00,100.22
3948.00,100.22
3947.00,100.22
3946.00,100.22
3945.00,100.22
3944.00,100.22
3943.00,100.22
3942.00,100.23
3941.00,100.23
3940.00,100.23
3939.00,100.23
3938.00,100.23
3937.00,100.22
3936.00,100.22
3935.00,100.22
3934.00,100.22
3933.00,100.22
3932.00,100.22
3931.00,100.22
3930.00,100.22
3929.00,100.22
3928.00,100.22
3927.00,100.22
3926.00,100.23
3925.00,100.23
3924.00,100.23
3923.00,100.23
3922.00,100.22
3921.00,100.22
3920.00,100.21
3919.00,100.21
3918.00,100.21
3917.00,100.22
3916.00,100.22
3915.00,100.22
3914.00,100.21
3913.00,100.21
3912.00,100.21
3911.00,100.21
3910.00,100.21
3909.00,100.21
3908.00,100.21
3907.00,100.21
3906.00,100.21
3905.00,100.21
3904.00,100.21
3903.00,100.20
3902.00,100.19
3901.00,100.19
3900.00,100.20
3899.00,100.20
3898.00,100.20
3897.00,100.21
3896.00,100.21
3895.00,100.21
3894.00,100.22
3893.00,100.22
3892.00,100.22
3891.00,100.22
3890.00,100.21
3889.00,100.20
3888.00,100.20
3887.00,100.20
3886.00,100.21
3885.00,100.22
3884.00,100.22
3883.00,100.21
3882.00,100.21
3881.00,100.21
3880.00,100.22
3879.00,100.22
3878.00,100.22
3877.00,100.22
3876.00,100.22
3875.00,100.22
3874.00,100.22
3873.00,100.22
3872.00,100.21
3871.00,100.21
3870.00,100.20
3869.00,100.20
3868.00,100.20
3867.00,100.20
3866.00,100.20
3865.00,100.21
3864.00,100.21
3863.00,100.21
3862.00,100.21
3861.00,100.21
3860.00,100.21
3859.00,100.22
3858.00,100.22
3857.00,100.22
3856.00,100.21
3855.00,100.21
3854.00,100.21
3853.00,100.21
3852.00,100.20
3851.00,100.20
3850.00,100.20
3849.00,100.21
3848.00,100.22
3847.00,100.22
3846.00,100.23
3845.00,100.23
3844.00,100.23
3843.00,100.23
3842.00,100.22
3841.00,100.22
3840.00,100.21
3839.00,100.22
3838.00,100.22
3837.00,100.22
3836.00,100.22
3835.00,100.22
3834.00,100.21
3833.00,100.21
3832.00,100.21
3831.00,100.22
3830.00,100.22
3829.00,100.21
3828.00,100.21
3827.00,100.21
3826.00,100.21
3825.00,100.21
3824.00,100.20
3823.00,100.19
3822.00,100.19
3821.00,100.20
3820.00,100.20
3819.00,100.20
3818.00,100.20
3817.00,100.21
3816.00,100.21
3815.00,100.21
3814.00,100.21
3813.00,100.21
3812.00,100.22
3811.00,100.22
3810.00,100.22
3809.00,100.22
3808.00,100.22
3807.00,100.21
3806.00,100.21
3805.00,100.20
3804.00,100.20
3803.00,100.20
3802.00,100.21
3801.00,100.22
3800.00,100.22
3799.00,100.22
3798.00,100.22
3797.00,100.22
3796.00,100.22
3795.00,100.22
3794.00,100.23
3793.00,100.23
3792.00,100.23
