Created as New Dataset,Sample 305 By iruser Date Friday, March 13 2026
cm-1,%T
4200.00,100.96
4199.00,100.96
4198.00,100.96
4197.00,100.95
4196.00,100.95
4195.00,100.95
4194.00,100.95
4193.00,100.96
4192.00,100.96
4191.00,100.96
4190.00,100.96
4189.00,100.96
4188.00,100.96
4187.00,100.97
4186.00,100.97
4185.00,100.96
4184.00,100.96
4183.00,100.95
4182.00,100.94
4181.00,100.95
4180.00,100.95
4179.00,100.96
4178.00,100.96
4177.00,100.97
4176.00,100.97
4175.00,100.96
4174.00,100.96
4173.00,100.95
4172.00,100.94
4171.00,100.94
4170.00,100.95
4169.00,100.96
4168.00,100.96
4167.00,100.96
4166.00,100.96
4165.00,100.95
4164.00,100.95
4163.00,100.95
4162.00,100.95
4161.00,100.95
4160.00,100.94
4159.00,100.94
4158.00,100.94
4157.00,100.95
4156.00,100.95
4155.00,100.95
4154.00,100.96
4153.00,100.96
4152.00,100.96
4151.00,100.96
4150.00,100.96
4149.00,100.95
4148.00,100.95
4147.00,100.94
4146.00,100.93
4145.00,100.93
4144.00,100.93
4143.00,100.93
4142.00,100.93
4141.00,100.93
4140.00,100.93
4139.00,100.93
4138.00,100.93
4137.00,100.93
4136.00,100.93
4135.00,100.94
4134.00,100.94
4133.00,100.94
4132.00,100.94
4131.00,100.95
4130.00,100.95
4129.00,100.95
4128.00,100.94
4127.00,100.93
4126.00,100.93
4125.00,100.93
4124.00,100.93
4123.00,100.94
4122.00,100.94
4121.00,100.94
4120.00,100.93
4119.00,100.92
4118.00,100.92
4117.00,100.92
4116.00,100.93
4115.00,100.93
4114.00,100.93
4113.00,100.92
4112.00,100.92
4111.00,100.91
4110.00,100.91
4109.00,100.91
4108.00,100.91
4107.00,100.91
4106.00,100.92
4105.00,100.92
4104.00,100.92
4103.00,100.92
4102.00,100.92
4101.00,100.92
4100.00,100.92
4099.00,100.92
4098.00,100.92
4097.00,100.92
4096.00,100.92
4095.00,100.92
4094.00,100.92
4093.00,100.92
4092.00,100.92
4091.00,100.92
4090.00,100.92
4089.00,100.92
4088.00,100.92
4087.00,100.92
4086.00,100.92
4085.00,100.92
4084.00,100.92
4083.00,100.91
4082.00,100.91
4081.00,100.91
4080.00,100.91
4079.00,100.91
4078.00,100.91
4077.00,100.92
4076.00,100.92
4075.00,100.92
4074.00,100.92
4073.00,100.92
4072.00,100.91
4071.00,100.91
4070.00,100.91
4069.00,100.91
4068.00,100.91
4067.00,100.92
4066.00,100.92
4065.00,100.92
4064.00,100.91
4063.00,100.90
4062.00,100.90
4061.00,100.90
4060.00,100.90
4059.00,100.91
4058.00,100.91
4057.00,100.91
4056.00,100.91
4055.00,100.91
4054.00,100.90
4053.00,100.90
4052.00,100.90
4051.00,100.89
4050.00,100.89
4049.00,100.90
4048.00,100.90
4047.00,100.91
4046.00,100.91
4045.00,100.91
4044.00,100.91
4043.00,100.91
4042.00,100.91
4041.00,100.91
4040.00,100.90
4039.00,100.90
4038.00,100.90
4037.00,100.90
4036.00,100.90
4035.00,100.90
4034.00,100.90
4033.00,100.90
4032.00,100.90
4031.00,100.90
4030.00,100.89
4029.00,100.89
4028.00,100.89
4027.00,100.89
4026.00,100.89
4025.00,100.89
4024.00,100.89
4023.00,100.89
4022.00,100.89
4021.00,100.89
4020.00,100.90
4019.00,100.90
4018.00,100.89
4017.00,100.89
4016.00,100.89
4015.00,100.88
4014.00,100.89
4013.00,100.89
4012.00,100.89
4011.00,100.89
4010.00,100.89
4009.00,100.90
4008.00,100.90
4007.00,100.90
4006.00,100.90
4005.00,100.90
4004.00,100.90
4003.00,100.90
4002.00,100.90
4001.00,100.90
4000.00,100.89
3999.00,100.89
3998.00,100.89
3997.00,100.89
3996.00,100.90
3995.00,100.90
3994.00,100.90
3993.00,100.89
3992.00,100.89
3991.00,100.88
3990.00,100.88
3989.00,100.88
3988.00,100.89
3987.00,100.89
3986.00,100.89
3985.00,100.89
3984.00,100.90
3983.00,100.90
3982.00,100.90
3981.00,100.89
3980.00,100.89
3979.00,100.88
3978.00,100.88
3977.00,100.89
3976.00,100.89
3975.00,100.88
3974.00,100.88
3973.00,100.88
3972.00,100.88
3971.00,100.88
3970.00,100.88
3969.00,100.89
3968.00,100.89
3967.00,100.89
3966.00,100.89
3965.00,100.89
3964.00,100.89
3963.00,100.89
3962.00,100.89
3961.00,100.89
3960.00,100.89
3959.00,100.89
3958.00,100.88
3957.00,100.88
3956.00,100.88
3955.00,100.88
3954.00,100.88
3953.00,100.89
3952.00,100.89
3951.00,100.89
3950.00,100.89
3949.00,100.89
3948.00,100.89
3947.00,100.89
3946.00,100.90
3945.00,100.90
3944.00,100.90
3943.00,100.90
3942.00,100.90
3941.00,100.90
3940.00,100.89
3939.00,100.88
3938.00,100.88
3937.00,100.88
3936.00,100.88
3935.00,100.88
3934.00,100.89
3933.00,100.89
3932.00,100.88
3931.00,100.88
3930.00,100.88
3929.00,100.88
3928.00,100.88
3927.00,100.88
3926.00,100.89
3925.00,100.89
3924.00,100.90
3923.00,100.91
3922.00,100.91
3921.00,100.91
3920.00,100.91
3919.00,100.90
3918.00,100.90
3917.00,100.89
3916.00,100.90
3915.00,100.89
3914.00,100.89
3913.00,100.88
3912.00,100.88
3911.00,100.88
3910.00,100.88
3909.00,100.89
3908.00,100.90
3907.00,100.91
3906.00,100.91
3905.00,100.91
3904.00,100.91
3903.00,100.91
3902.00,100.90
3901.00,100.89
3900.00,100.89
3899.00,100.90
3898.00,100.89
3897.00,100.89
3896.00,100.89
3895.00,100.89
3894.00,100.89
3893.00,100.89
3892.00,100.89
3891.00,100.90
3890.00,100.91
3889.00,100.90
3888.00,100.90
3887.00,100.90
3886.00,100.90
3885.00,100.91
3884.00,100.90
3883.00,100.89
3882.00,100.89
3881.00,100.89
3880.00,100.90
3879.00,100.90
3878.00,100.90
3877.00,100.89
3876.00,100.90
3875.00,100.90
3874.00,100.91
3873.00,100.90
3872.00,100.90
3871.00,100.89
3870.00,100.90
3869.00,100.90
3868.00,100.89
3867.00,100.89
3866.00,100.89
3865.00,100.90
3864.00,100.89
3863.00,100.89
3862.00,100.89
3861.00,100.89
3860.00,100.89
3859.00,100.90
3858.00,100.92
3857.00,100.93
3856.00,100.94
3855.00,100.93
3854.00,100.93
3853.00,100.93
3852.00,100.91
3851.00,100.89
3850.00,100.88
3849.00,100.89
3848.00,100.89
3847.00,100.89
3846.00,100.89
3845.00,100.89
3844.00,100.90
3843.00,100.90
3842.00,100.90
3841.00,100.90
3840.00,100.90
3839.00,100.90
3838.00,100.90
3837.00,100.89
3836.00,100.89
3835.00,100.89
3834.00,100.89
3833.00,100.89
3832.00,100.89
3831.00,100.90
3830.00,100.89
3829.00,100.89
3828.00,100.89
3827.00,100.89
3826.00,100.90
3825.00,100.90
3824.00,100.90
3823.00,100.89
3822.00,100.90
3821.00,100.91
3820.00,100.91
3819.00,100.90
3818.00,100.89
3817.00,100.90
3816.00,100.91
3815.00,100.91
3814.00,100.90
3813.00,100.89
3812.00,100.89
